title,company_name,location,via,thumbnail,extensions,description,job_id,posted_at,salary,schedule_type,date_time,search_term,search_location,work_from_home
Quantitative Developer (HFT - New Desk - Not Tower) (Chicago),Fionics,"Chicago, IL",LinkedIn,https://serpapi.com/searches/6851307aafea4526189c3286/images/6a618211bb06ed7b098a7c52c45737e7dbcb9084529cafd69103e2dd24dc1b62.gif,"['18 days ago', 'Full-time']","Quantitative Developer (New HFT Desk)

Location: Chicago

Company Overview: Tier 1 HFT (not Tower) running a high upside pod model for new desks.

Job Summary: Join a 1-4 person team as the Quant Dev to get new HFT strategies off the ground and frankly do whatever is necessary to make the team successful. You will wear multiple hats. It will not be perfect. You will learn a TON, and there's a lot of financial upside for you.

Responsibilities
• Get new HFT team live and profitable
• You're THE Quant Dev - do whatever needs to get done to be successful

Qualifications
• Proven experience in quantitative/developer role or internships
• Strong programming skills - Python, and ideally C++
• Understand how to hack your way through multi-faceted problems quickly
• Courageous in the face of challenges, and ready for constant innovation

What We Offer
• Mentorship from industry veterans with billions in Pnl under their belt
• High upside opportunity - if your team succeeds, you will earn significantly more than a typical tier 1 Quant Dev role
• Opportunity to build HFT team from scratch
• Collaborative culture

Get in touch if you're looking for a challenge!",eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgRGV2ZWxvcGVyIChIRlQgLSBOZXcgRGVzayAtIE5vdCBUb3dlcikgKENoaWNhZ28pIiwiY29tcGFueV9uYW1lIjoiRmlvbmljcyIsImFkZHJlc3NfY2l0eSI6IkNoaWNhZ28sIElMIiwiaHRpZG9jaWQiOiIyNEFjWUhCTGh3OU0zeEFaQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJVFZHVjRZWE1zVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,18 days ago,,Full-time,2025-06-17 11:08:11.818979,Quantitative Trader,"Texas, United States",
Junior Algorithmic Trader,TransMarket Group,"Chicago, IL",ZipRecruiter,https://serpapi.com/searches/6851307aafea4526189c3286/images/6a618211bb06ed7b46eaad4fe565103a533d648572e67327c6b39067411aa013.gif,"['13 days ago', 'Full-time']","Who We Are

Founded in 1980 as Aardvark Financial, TransMarket Group (TMG) is a privately held global markets proprietary trading firm in Chicago. We use next-generation technology to capture opportunities around the world and manage risk in financial markets. Our mission is to bless others through the services we provide and through the generous stewardship of the wealth we create.

TMG is a well-established and profitable business as a respected member of the global financial system for over 40 years, but also is like a startup because the potential of our group is at least one order of magnitude greater than what we are currently producing. We have an entrepreneurial culture and collaboratively develop our business with patience and discipline; we work hard, learn constantly, and relentlessly improve our expertise.

Description

Our Algorithmic Traders use their expert understanding of the financial markets and market microstructure to develop relative value arbitrage trading software and build and improve trading strategies. As a Junior Algorithmic Trader, you will have the opportunity to experience relative value arbitrage trading paired with innovative software. You will partner with Senior Traders to assist and learn all facets of automated trading. From researching and analyzing high-frequency tick data and trading performance, to building mathematical models and performing time series analysis, you will experience a deep dive into real-time trading and gain exposure to build your expertise. The ideal candidate is intellectually curious, technically analytical, and has the desire to learn and apply programming skills in a fast-paced environment (Python, C++).

Responsibilities
• Work with Senior Algorithmic Traders to assist and learn all facets of automated trading
• Develop expertise in market microstructure, tick data, and automated trading systems
• Learn and master object-oriented programming languages (C++ and Python)
• Build and maintain trading quantitative model tools and analytics
• Develop, code, maintain and support production quality automated trading softwares and strategies
• Improve strategies and trade execution by performing post trade analyses and developing prediction models

Requirements
• Pursuing a Bachelor's, Master's, or Doctorate in a technical field such as but not limited to STEM or Finance with a graduation date between December 2024 and Spring 2025 or 1-2 years pertinent industry experience
• Required courses: Data structures, Probability, Statistics and Linear Algebra
• Minimum major GPA of 3.5/4 or equivalent scale
• Proficiency and experience in object-oriented programming languages, C++, Python and/or Java preferred
• Proficiency and experience in Linux scripting are a plus
• Demonstrated passion for markets, finance, and trading such as, but not limited to personal trading, participation in trading competitions, attendance at firm discover days, industry related student groups or clubs and/or prior internship experience preferred
• Project or internship experience in data analysis, quantitative modeling and/or machine learning
• Passion for math and software applied to markets and trading
• Strong understanding of computing, math, probability, statistics, and finance
• Strong work ethic and willingness to do what it takes to get the job done
• Excellent verbal and written communication skills
• Ability to work within a team in a fast-paced environment
• This position requires physical presence and is onsite at our office in Chicago, IL

View our resources to prepare for the interview process

Benefits

We offer one of the most generous profit sharing programs in the industry because we believe our employees should be able to take part in our rapid growth and success. We are proud to offer more world-class benefits for our full-time employees and their families.

TransMarket Group is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, gender, sexual orientation, gender identity or expression, religion, national origin, marital status, age, disability, veteran status, genetic information, or any other protected status.",eyJqb2JfdGl0bGUiOiJKdW5pb3IgQWxnb3JpdGhtaWMgVHJhZGVyIiwiY29tcGFueV9uYW1lIjoiVHJhbnNNYXJrZXQgR3JvdXAiLCJhZGRyZXNzX2NpdHkiOiJDaGljYWdvLCBJTCIsImh0aWRvY2lkIjoiem5Pak9Yc21OWklsZ2ZvVEFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSVRWR1Y0WVhNc1ZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=,13 days ago,,Full-time,2025-06-17 11:08:11.818979,Quantitative Trader,"Texas, United States",
Junior ETF Trader,Belvedere Trading,Anywhere,ZipRecruiter,https://serpapi.com/searches/6851307aafea4526189c3286/images/6a618211bb06ed7bd47d1f92595e905c931b8beda9d6d11c5482eb5499c1c0ee.gif,"['11 days ago', '100K–150K a year', 'Work from home', 'Full-time', 'No degree mentioned']","Belvedere Trading is a leading proprietary trading firm with offices in Chicago, New York, Boulder, and Singapore. Our traders work hard to provide liquidity to the market through their market-making activities and are the masters of a diverse set of commodities, interest rates, exchange-traded funds (ETF), and equity index options. From the beginning, we began iteratively investing in our proprietary technology and committing to building our systems from the ground up. Our trading models and software systems are continually re-engineered, optimized, and maintained to stay on top of the industry. We operate best within a team environment where we challenge each other to deliver value consistently and share in the success of the company.

Riverside Capital Markets (RCM) is a joint venture between our five founding partners and Belvedere Trading. Our teams specialize in Market Making and Quantitative Trading in Equity & ETF Options, ETFs, Futures and Futures Options. We have teams based in New York, Chicago and remote locations that utilize both internal and external software solutions for trading. We look for savvy individuals and teams who are looking to help build great businesses in the trading landscape.

Our New York based team is seeking a Quantitative Trader to join our ETF strategy. The successful candidate will start working and managing existing strategies in the US ETF market and will eventually research, design, and manage new strategies. They will work closely with the Senior ETF trader and other team members and have a direct impact on trading and PNL generation.

What You'll Do
• Execute and oversee ETF trades across various markets, ensuring timely and accurate transactions.
• Analyze market trends and data to develop and refine trading strategies, aiming to capitalize on market opportunities.
• Continuously assess and manage risk exposures, adjusting positions as necessary to maintain optimal risk-reward balances.
• Work closely with technology and operations teams to enhance trading systems and processes, ensuring seamless integration and performance.

What You'll Need
• 2+ years of trading experience in US ETFs
• Series SIE + 57 Required
• Strong quantitative skills, including high mathematical aptitude, experience with excel, data analytics
• Entrepreneurial attitude, creative problem-solving skills, and ability to implement iterative improvements to trading systems
• Ability to communicate clearly and efficiently in a professional and collaborative setting
• Strong programming skills in Python

$100,000 - $150,000 a year
This position is also eligible for discretionary bonuses. Our employees have access to a variety of benefits, which can be found on our website here.

Work Schedule
This position will be based in New York with the option to work in a hybrid structure with a minimum of three days in the office.

Women and underrepresented groups frequently apply to jobs only if they meet 100% of the qualifications.
We encourage you to break that mold and apply. No candidate is perfect; all have a lot to offer. We welcome your application.

Core Values
The secret to our award-winning culture is our Core Values: Team Belvedere, Me In Team, Own It, Iterative Innovation, and Passionate Discourse. We live and breathe these values every day.

Our Stance
Belvedere is an Equal Opportunity Employer and is committed to providing a non-discriminatory employment environment for its employees. Discrimination against employees and applicants due to race, color, religion, sex, national origin, disability, age, military, and veteran status is prohibited. Belvedere encourages initiatives to increase diversity and provide equal opportunity to all applicants and employees. Belvedere is committed to providing a positive environment in which team members are treated with respect, dignity, and courtesy. Our firm believes in a dynamic culture of inclusion and diversity, where people thrive on individual and organizational characteristics, values, experiences, and backgrounds.

Please note that Belvedere Trading does not accept unsolicited resumes from search firms or employment agencies. Any unsolicited resumes will become the property of Team Belvedere. No phone calls, please.

Any questions regarding the virtual recruiting process, please reach out to recruiting@belvederetrading.com.

Apply for this job",eyJqb2JfdGl0bGUiOiJKdW5pb3IgRVRGIFRyYWRlciIsImNvbXBhbnlfbmFtZSI6IkJlbHZlZGVyZSBUcmFkaW5nIiwiYWRkcmVzc19jaXR5IjoiTmV3IFlvcmssIE5ZIiwiaHRpZG9jaWQiOiI2UnlNdFZyVHZQcW9ORVdTQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJVFZHVjRZWE1zVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,11 days ago,100K–150K a year,Full-time,2025-06-17 11:08:11.818979,Quantitative Trader,"Texas, United States",True
Trading Analyst,Group One Trading,"Chicago, IL",LinkedIn,https://serpapi.com/searches/6851307aafea4526189c3286/images/6a618211bb06ed7bc780b14266d0a563062956ddd5ece314bfe604aacce878cb.gif,"['29 days ago', '100K–120K a year', 'Full-time', 'Dental insurance', 'Health insurance', 'Paid time off']","Trading Analyst

Location: Chicago

Salary: $100,000 - $120,000

The Opportunity

Group One is looking for individuals who are interested in a career in proprietary trading. Analyst hires will participate in our intensive training program built on decades of industry expertise in option market making. Analysts will become proficient in option theory, market dynamics, and our proprietary software. Finally, analysts will join one of our trading desks and provide high level support for senior portfolio managers. Through this immersive and collaborative analyst progression program, our aim is to develop each of our analysts into successful equity option traders.

Who We Are

We are committed to creating a diverse environment and are proud to be an equal opportunity employer. At Group One, we value transparency and collaboration coming from unique perspectives and backgrounds. We strive to create a workplace in which all employees have an opportunity to participate and contribute to the success of the business.

What We Do

Group One is a proprietary trading firm specializing in market making and liquidity providing strategies in options markets. Our traders provide competitive liquidity across a broad range of securities by managing portfolios of several thousands issues and simultaneously streaming quotes across multiple exchanges.

The Challenge

Group One Trading is a proprietary firm with over 100 dedicated employees. We are looking for self-driven individuals who are able to thrive and work collaboratively in a fast- paced team environment.

The Skill Set

A broad skill set will help you be successful in this role, but there will be plenty of learning opportunities no matter how many of these skills you bring in with you. We also encourage applicants with non-traditional backgrounds to apply.

Responsibilities:
• Participates in, and successfully completes, the training program.
• Fluency with both the usage and rules of all proprietary and non- proprietary applications and tools.
• Provide coverage for trading portfolios.
• Works with trading teams throughout the day by completing tasks with efficiency.
• Research and analyze trends in the financial markets and develop a keen awareness of how those trends and situations impact trading portfolios.
• Perform post-trade analysis utilizing our custom technology platforms.
• Effectively communicate across all functional groups; reporting pertinent information (news, earnings, etc.) in a timely fashion.
• Obtain a Series 57 license.

Skills and Requirements:
• Advanced quantitative, analytical and problem solving skills and the ability to deploy those skills during time-sensitive situations.
• A deep curiosity of option and financial markets.
• Adaptive and self-driven.
• Individual with strong verbal and written skills with the ability to build relationships across all functional teams.
• Undergraduate and/or graduate degree.

Within 1 Month, You'll
• Complete your initial orientation, become familiar with our business and firm structure.
• Familiarize yourself with the functional groups within Group One Trading.
• Begin a comprehensive, options theory and proprietary software training plan.
• Learn about our different functional groups to understand different responsibilities that make up Group One's ecosystem.

Within 3 Months, You'll
• Learn the roles and skillsets of your teammates to discern and utilize the best advice and information for yourself and others.
• Begin portfolio maintenance coverage training.
• Communicate at a high level with both the Risk Desk and trading teams.
• Have taken and passed your licensing requirements.

Within 6 Months, You'll
• Have a thorough understanding of our proprietary software and tools.
• Actively trade and position monitor while shadowing our trading teams.
• Gain experience while rotating through our on-floor trading presence.

During your first 12 Months, You'll
• Continue to receive consistent feedback on your performance in the options training program and your daily responsibilities.
• Be assessed for your next growth and development phase which may include being a dedicated member of a trading team or going on your own portfolio, etc.

The Benefits

We provide competitive compensation, including a performance-based bonus and comprehensive benefits including health insurance, group life insurance, long-term disability coverage, and a 401(k) with a company contribution. In addition, we ensure our people have at least three weeks of paid vacation in addition to sick leave and paid holidays. Group One gladly sponsors qualified international candidates selected to join our team. In-person interview expenses for travel and childcare will be reimbursed by Group One.",eyJqb2JfdGl0bGUiOiJUcmFkaW5nIEFuYWx5c3QiLCJjb21wYW55X25hbWUiOiJHcm91cCBPbmUgVHJhZGluZyIsImFkZHJlc3NfY2l0eSI6IkNoaWNhZ28sIElMIiwiaHRpZG9jaWQiOiJLMi1EQ0hQaWdjSl9uMjNBQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJVFZHVjRZWE1zVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,29 days ago,100K–120K a year,Full-time,2025-06-17 11:08:11.818979,Quantitative Trader,"Texas, United States",
"Quant Trader at Voloridge Investment Management Jupiter, FL",Voloridge Investment Management,"Jupiter, FL",Outdoor Cooking Experience Center COMMUNITY,https://serpapi.com/searches/6851307aafea4526189c3286/images/6a618211bb06ed7bee9ae1451947d8a4a899a6ac859a74eac220b221d9ecd7f3.gif,"['23 days ago', 'Full-time', 'Health insurance', 'Dental insurance']","Quant Trader job at Voloridge Investment Management. Jupiter, FL. Quant Trader Location Jupiter, FL :

We are looking for a motivated Quant Trader who is seeking to join an entrepreneurial environment where team collaboration, dedication, ethics, and tenacity are highly rewarded. We seek individuals who have a proven track record of delivering results and willingness to work outside the regular job function when needed. Our traders must remain calm yet highly focused and effective when under duress, such as when a time-sensitive process fails, in this role you will be collaborating proactively with several different teams, including management, operations, technology and external brokers / counterparties. This individual will join our team to assist in all aspects of our daily trading operations, which include trading, market research, portfolio analysis, and a host of other activities essential to the ongoing operations. Hours are primarily Asian market hours.

Summary of Job Functions
• Learn to perform and execute the daily trading operations, which include trading, accounting, data management and a host of other essential activities. Ensure that all trades are executed, allocated, and booked in accordance with current organizational policies and procedures
• Develop a zero-tolerance attitude for trading and accounting errors, working tirelessly to reduce risks of errors and to quickly eradicate any that may arise
• This is an Asia focused shift, hours are primarily Asia market hours
• Ensure business-essential processes and tasks are performed by themselves or another team member with accountability during a full trading shift
• Research trade and any other operational problems, taking appropriate corrective action including contacting vendors and internal associates
• Assist in strategy team initiatives and projects, including updates to internal apps and processes as well as the development of internal analysis and reporting tools
• Research trade and any other operational problems, taking appropriate corrective action including contacting vendors and internal associates
• Monitor systematic trading book and overnight processes as needed
• Maintain currency in all policies and procedures
• Perform other duties and responsibilities as assigned

Minimum Requirements
• 4-year college degree (or higher) - mathematics or engineering degree / background
• The ability to work daily, onsite in our Jupiter, FL office
• Technical experience is a must, including
• Advanced Python programming experience
• Advanced knowledge of MS Excel
• Working experience with SQL Server and/or other relational databases
• Aptitude towards numerical data manipulation and analysis

Preferred Skills and Previous Experience

General skills / experience: Note that a background in finance, investment management, or any other Wall Street experience is preferred, but not a prerequisite, Strong Product experience across equities, futures, or credit - including institutional implementations, data, prior experience supporting quantitative trade processes
• Previous experience in a trading or investment operations role
• Familiarity with Python Libraries: Pandas, NumPy, Matplotlib
• Exposure to (or desire to learn) the FIX standard
• Experience working with data analysis tools such as Tableau
• Programming experience with C# / VBA
• Meet pre-defined milestones and objectives in a rigorous training program.
• Desire to take ownership and work autonomously while being part of a close-knit team

Compensation and Benefits
• Relocation assistance available for the right candidate
• Highly competitive base salary
• Profit sharing bonus
• Health, dental, vision, life, and disability insurance
• 401K

Licenses Required

None initially required. Series 3 is required within 1 year of start date.

Additional Information

Voloridge Investment Management is an SEC-registered investment advisor. A private investment company founded in 2009, our mission is to deliver superior risk-adjusted returns for qualified investors, using advanced proprietary modeling technology, conservative investment tactics and sophisticated risk management.

Voloridge Investment Management is an Equal Opportunity Employer. All qualified applicants are encouraged to apply and will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, protected veteran status, or any other legally protected characteristic or status.",eyJqb2JfdGl0bGUiOiJRdWFudCBUcmFkZXIgYXQgVm9sb3JpZGdlIEludmVzdG1lbnQgTWFuYWdlbWVudCBKdXBpdGVyLCBGTCIsImNvbXBhbnlfbmFtZSI6IlZvbG9yaWRnZSBJbnZlc3RtZW50IE1hbmFnZW1lbnQiLCJhZGRyZXNzX2NpdHkiOiJKdXBpdGVyLCBGTCIsImh0aWRvY2lkIjoiVjBLRlloTzdWZ0VJMkZFVEFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSVRWR1Y0WVhNc1ZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=,23 days ago,,Full-time,2025-06-17 11:08:11.818979,Quantitative Trader,"Texas, United States",
Senior Metals Trader,Radley James,"Chicago, IL",LinkedIn,https://serpapi.com/searches/6851307c304eba8961676533/images/4001c7ebc2e1ea09f147e0a37aff7463b1224e5db2d1f7307ec594315c9b5227.gif,"['21 days ago', 'Full-time', 'No degree mentioned']","We are recruiting for an established proprietary trading shop who has a HQ in San Fran but has small offices in Chicago and New York. This firm pride themselves in their high performance technology and general results driven yet supportive work environment.

In Chicago they are in process of growing a new commodities desk, the next big hire being a senior Metals Trader to plug and play a strategy into their technology. This hire will also be a key person in helping this team grow in terms of personnel and overall business strategy. Your bonus will be directly linked to your Pnl success.

Requirements:

4 years plus silver/gold trading for an established business

Good experience of directly managing a book

Desire to work in a small nimble team",eyJqb2JfdGl0bGUiOiJTZW5pb3IgTWV0YWxzIFRyYWRlciIsImNvbXBhbnlfbmFtZSI6IlJhZGxleSBKYW1lcyIsImFkZHJlc3NfY2l0eSI6IkNoaWNhZ28sIElMIiwiaHRpZG9jaWQiOiJjcW80bDlfQlQ2NloyUnlaQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJVFZHVjRZWE1zVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,21 days ago,,Full-time,2025-06-17 11:08:13.251206,Quantitative Trader,"Texas, United States",
Proprietary Trader,"Eagle Market Makers, Inc.","Chicago, IL",LinkedIn,https://serpapi.com/searches/6851307c304eba8961676533/images/4001c7ebc2e1ea093710def28868b89867b5ab9e3ff9d09d2fe7442ca95dbea2.gif,"['11 days ago', 'Full-time', 'No degree mentioned']","Company: Eagle Market Makers, Inc.

Location: Chicago, IL

Job Type: Proprietary Trading Apprenticeship

About Us:

Eagle Market Makers, Inc. has a long history of training and fostering successful futures traders, spanning more than three decades. We are seeking motivated individuals to join our clerking apprenticeship program. This program begins overnight during European and Asian trading hours and provides a unique opportunity for aspiring traders to progress to managing their own proprietary trading accounts during U.S. trading hours.

Responsibilities:
• Participate in hands-on training with profitable firm traders to develop the essential skills needed for proprietary trading.
• Learn the art of risk management in futures portfolios across different market hours.
• Collaborate closely with experienced traders to implement and fine-tune trading strategies.
• Contribute to the creation and refinement of trading algorithms.

Qualifications:
• Strong analytical and problem-solving abilities.
• Exceptional multitasking skills and a receptive attitude towards feedback.
• A strong desire to collaborate with fellow team members and a commitment to continuous learning.
• Self-driven and capable of taking ownership of risk decisions.
• Effective communication skills for seamless interaction with software engineers and fellow traders.
• A background in Futures, Stock or Cryptocurrency or Options trading is a plus.

If you are a highly analytical, motivated, and statistics-driven individual who thrives under pressure, we invite you to apply for our clerking apprenticeship program at Eagle Market Makers, Inc. This is a unique opportunity to kickstart your career as a proprietary futures trader.",eyJqb2JfdGl0bGUiOiJQcm9wcmlldGFyeSBUcmFkZXIiLCJjb21wYW55X25hbWUiOiJFYWdsZSBNYXJrZXQgTWFrZXJzLCBJbmMuIiwiYWRkcmVzc19jaXR5IjoiQ2hpY2FnbywgSUwiLCJodGlkb2NpZCI6IjZHZk5TcUhMS1RpTmI0STRBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lUVkdWNFlYTXNWVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9,11 days ago,,Full-time,2025-06-17 11:08:13.251206,Quantitative Trader,"Texas, United States",
Quantitative Trader -  Equity Options,IMC,"Chicago, IL",IMC Trading,,"['14 days ago', '175K–250K a year', 'Full-time', 'Health insurance', 'Paid time off']","Our US Equity Options team has traditionally focused on highly liquid stocks but has expanded in scope to many more symbols. As a result, we have a wide range of new and exciting problems to solve. We’ve already created partnerships and business models to facilitate our expansion and we’re currently working to improve our options pricing; investigating new models and improving our existing framework. IMC is highly collaborative between traders, quants, and developers so the scope of responsibility is fairly fluid involving a mixture of data-driven analysis, quantitative modelling and algorithm development.

Your Core Responsibilities:
• Maximize revenue by creating competitive edge trading strategies
• Responsibility and ownership early on to drive strategies forward and be successful

Your Skills and Experience:
• Experienced equity option trader with at least 3 years’ experience
• Relevant tertiary qualifications (graduate or post graduate), with strong academic results, preference in mathematics, science, financial engineering or computer science
• Proven ability to act and perform successfully in a fast moving and high-pressured environment
• Passion for learning; you are driven to succeed, you work well individually and, in a team, to get results
• Computer programming is desirable (Python, C/C++, Java, Malab, SQL)
• Highly analytical, constantly enhancing your strategies to improve the quality of trades, pinpoint missed opportunities, and identify new trading ideas and products

The Base Salary range for the role is included below. Base salary is only one component of total compensation; all full-time, permanent positions are eligible for a discretionary bonus and benefits, including paid leave and insurance. Please visit Benefits - US | IMC Trading for more comprehensive information.

Salary Range
$175,000—$250,000 USD

About Us

IMC is a global trading firm powered by a cutting-edge research environment and a world-class technology backbone. Since 1989, we’ve been a stabilizing force in financial markets, providing essential liquidity upon which market participants depend. Across our offices in the US, Europe, Asia Pacific, and India, our talented quant researchers, engineers, traders, and business operations professionals are united by our uniquely collaborative, high-performance culture, and our commitment to giving back. From entering dynamic new markets to embracing disruptive technologies, and from developing an innovative research environment to diversifying our trading strategies, we dare to continuously innovate and collaborate to succeed.",eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgVHJhZGVyIC0gIEVxdWl0eSBPcHRpb25zIiwiY29tcGFueV9uYW1lIjoiSU1DIiwiYWRkcmVzc19jaXR5IjoiQ2hpY2FnbywgSUwiLCJodGlkb2NpZCI6IklGNlhjU3VCaWNBZG1hd0tBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lXU1d4c2FXNXZhWE1zVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,14 days ago,175K–250K a year,Full-time,2025-06-17 11:08:15.431101,Quantitative Trader,"Illinois, United States",
Junior Quantitative Trader,Edgehog Trading,"Chicago, IL",Indeed,,"['125K–185K a year', 'Full-time']","Job Summary:

Edgehog Trading is a proprietary trading firm specialized in electronic option market making. Our vision is to scale and automate our strategies with a diverse team of traders, developers, and researchers. We pride ourselves on data-driven decision making and innovative problem-solving which allows us to tackle complex problems posed by efficient markets. We believe in continuous learning, absolute transparency, and a collaborative approach to everything we do.

What you will do:
• Price and manage option market making strategies across a variety of products
• Proactively manage the desk’s position to ensure the portfolio falls within assigned risk limits.
• Monitor trading algorithms and provide feedback to researchers and developers on areas of improvement.
• Devise new, innovative ways to tune trading parameters to increase desk profitability.
• Work across the entire organization to improve systems and overall firm performance

Qualifications and Skills:
• A degree in a quantitative field such as Computer Science, Economics, Engineering, Mathematics, Physics
• 0-2 years experience managing an options market making book, or a recent college graduate
• Exceptional mathematical ability, strong quantitative skills
• Collaborative team player willing to learn and accept feedback
• Comfortable in confidently making fast decisions in high pressure environments.
• Python or other programming experience is a plus but not required",eyJqb2JfdGl0bGUiOiJKdW5pb3IgUXVhbnRpdGF0aXZlIFRyYWRlciIsImNvbXBhbnlfbmFtZSI6IkVkZ2Vob2cgVHJhZGluZyIsImFkZHJlc3NfY2l0eSI6IkNoaWNhZ28sIElMIiwiaHRpZG9jaWQiOiJaLTlFbUwtOFdXNDNPSVRQQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJV1NXeHNhVzV2YVhNc1ZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=,,125K–185K a year,Full-time,2025-06-17 11:08:15.431101,Quantitative Trader,"Illinois, United States",
Quantitative Trader,Harrington Starr,"Chicago, IL",Harrington Starr,https://serpapi.com/searches/6851307d02ab8c5ebe20b698/images/615dafc77d5bd759ed457a3de5640de487f7e09829be55312bdd7c64e0e55c84.png,"['Full-time', 'No degree mentioned']",Boutique proprietary trading firm focused on options and futures.,eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgVHJhZGVyIiwiY29tcGFueV9uYW1lIjoiSGFycmluZ3RvbiBTdGFyciIsImFkZHJlc3NfY2l0eSI6IkNoaWNhZ28sIElMIiwiaHRpZG9jaWQiOiJMa19FNWlzVGZka2xGLUptQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJV1NXeHNhVzV2YVhNc1ZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=,,,Full-time,2025-06-17 11:08:15.431101,Quantitative Trader,"Illinois, United States",
Quantitative Trader- Commodities Trading Firm,LinkedIn,"Chicago, IL",Vaia – Talents,,['Full-time'],"Job Title: Energy Quantitative Trader- Commodities Trading FirmLocation: Chicago, IllinoisSalary expectations: $150,000-250,000Company Insight:A prominent global trading firm is looking for a talented Commodities Quant Trader with experience in the Northern American and European Oil, Natural Gas and Power markets to join their team. Known for its innovative blend of systematic, discretionary, and quantitative strategies, the firm consistently delivers high-quality, uncorrelated returns for its clients drawing on deep knowledge in trading, technology, and operations, all grounded in rigorous scientific research.In this pivotal role, you will be collaborating with the senior traders as well as quantitative researchers, utilizing their premier research platform to enhance both discretionary and systematic strategies and structure and evaluate new trading opportunities. This position presents substantial growth potential and the chance to influence key investment decisions, making it ideal for individuals passionate about commodities who seek to foster collaboration while maintaining autonomy.Your role:Research and implement analytical tools to understand the commodity markets.Analyze large data sets using advanced statistical methods to forecast fundamental drivers of commodities and prices.Develop a strong understanding of commodity fundamentals, and come up with trading strategy ideas.Document all fundamental models, challenge them, as well as trading recommendations.Implement trading strategies, within the allocated risk mandate.Experience/skills required:Quantitative background - includes degrees in Mathematics, Statistics, Econometrics, Financial Engineering, Operations Research, Computer Science and Physics.Programming proficiency with at least one major programming or scripting language (Pythonn,C++).Hands-on experience in the North American commodities market.High GPA/ 1st Class Hons degree.Proven track record of meeting challenging objectives.Ability to manage multiple tasks and thrive in a fast-paced team environment.Pre-Application:Please do not apply if you're looking for a contract or remote work.You must be eligible to live and work in the US, without requiring sponsorship.Please ensure you meet the required experience section prior to applying.Your application is subject to our privacy policy, found here:",eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgVHJhZGVyLSBDb21tb2RpdGllcyBUcmFkaW5nIEZpcm0iLCJjb21wYW55X25hbWUiOiJMaW5rZWRJbiIsImFkZHJlc3NfY2l0eSI6IkNoaWNhZ28sIElMIiwiaHRpZG9jaWQiOiJSNzlYa3NmTl9TLVhBYUx5QUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJV1NXeHNhVzV2YVhNc1ZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=,,,Full-time,2025-06-17 11:08:15.431101,Quantitative Trader,"Illinois, United States",
