title,company_name,location,via,thumbnail,extensions,description,job_id,posted_at,schedule_type,salary,date_time,search_term,search_location,work_from_home
Cubist Quantitative Researcher,Point72,Singapore,Built In,https://serpapi.com/searches/6851414773d2246bbe446542/images/036762625bef02d855b2addd7a4ca6e0758f63b82c97568ba1dfa512ddb4685e.gif,"['16 days ago', 'Full-time']","ABOUT CUBIST

Cubist Systematic Strategies, an affiliate of Point72, deploys systematic, computer-driven trading strategies across multiple liquid asset classes, including equities, futures and foreign exchange. The core of our effort is rigorous research into a wide range of market anomalies, fueled by our unparalleled access to a wide range of publicly available data sources.

ROLE

Our research center in Singapore is seeking an experienced researcher with a strong background in alpha research. In this highly selective role you will have access to abundant research resources and exciting opportunities to discover high quality alpha signals that directly drive our investment decisions.

RESPONSIBILITIES
• Conduct original quantitative alpha signal research
• Manage all aspects of the research process, including data analysis, alpha signal discovery, backtesting, trading idea generation, alpha signal/portfolio analysis and the management of production code
• Evaluate new datasets for alpha potential
• Follow, digest, analyze and improve upon the latest academic research

DESIRABLE CANDIDATES
• 2+ years of research experience in Equities.
• Ph.D. or M.S. in finance, accounting, economics, mathematics, statistics, physics, computer science, operations research, or another quantitative discipline.
• Programming in any of the following: R, Python, or C++.
• Experience with SQL.
• Demonstrated ability to learn and apply new methodologies to alpha generation.
• Ability to work both independently and collaboratively within a team.
• Strong desire to deliver high quality results in a timely fashion.
• Detail-oriented.
• Willingness to take ownership of his/her work.",eyJqb2JfdGl0bGUiOiJDdWJpc3QgUXVhbnRpdGF0aXZlIFJlc2VhcmNoZXIiLCJjb21wYW55X25hbWUiOiJQb2ludDcyIiwiYWRkcmVzc19jaXR5IjoiU2luZ2Fwb3JlIiwiaHRpZG9jaWQiOiJNQjlzMGhrTjRFSDk0R3ZrQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJSlUybHVaMkZ3YjNKbCIsImdsIjoidXMiLCJobCI6ImVuIn0=,16 days ago,Full-time,,2025-06-17 12:19:52.483449,Quantitative Asset Manager,Singapore,
ETF Quantitative Researcher/Trader,Selby Jennings,Singapore,LinkedIn Singapore,https://serpapi.com/searches/6851414773d2246bbe446542/images/036762625bef02d8bf9143b43f32635b1ca1699eb79e95c8bafac2392a4952dc.gif,"['22 days ago', 'Full-time', 'No degree mentioned']","ETF Quantitative Researcher/Trader

Location - Hongkong/Singapore/Shanghai/Australia/Dubai

I'm partnering with a top-tier systematic hedge fund seeking an ETF Quantitative Researcher/Trader to join their ETF greenfield buildout. This is an opportunity to design, implement, and trade systematic ETF strategies with full autonomy, leveraging institutional-grade infrastructure and significant capital allocation.

Why this role stands out:
• Lead systematic ETF strategy development in a rigorous quantitative research ecosystem, overseeing strategy construction and end-to-end management.
• Gain access to comprehensive market datasets, state-of-the-art research infrastructure, and low-latency execution platforms to drive strategy innovation.
• Collaborate with a top-tier interdisciplinary team of quantitative researchers, data scientists, and engineers in a high-performance, low-politics culture.
• Enjoy a scalable compensation model with substantial capital support, aligned with performance-driven outcomes.

Ideal candidate profile:
• Demonstrated expertise in designing and executing systematic ETF strategies, with a verifiable track record of alpha generation and risk-adjusted returns.
• Proficiency in ETF portfolio construction, liquidity dynamics analysis, and multi-factor risk management frameworks within global markets.
• Strong quantitative modeling skills paired with advanced programming capabilities (Python/R/C++ or equivalent) for strategy implementation and backtesting.
• In-depth knowledge of market microstructure, basket optimization techniques, and ETF arbitrage opportunities (e.g., primary/secondary market mispricings).
• Preferred qualifications: Experience in high-frequency trading, alternative data integration, or machine learning applications for signal enhancement.",eyJqb2JfdGl0bGUiOiJFVEYgUXVhbnRpdGF0aXZlIFJlc2VhcmNoZXIvVHJhZGVyIiwiY29tcGFueV9uYW1lIjoiU2VsYnkgSmVubmluZ3MiLCJhZGRyZXNzX2NpdHkiOiJTaW5nYXBvcmUiLCJodGlkb2NpZCI6Ik5mbkM2ajJ6aVZVeTNDalVBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lKVTJsdVoyRndiM0psIiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,22 days ago,Full-time,,2025-06-17 12:19:52.483449,Quantitative Asset Manager,Singapore,
"Senior Associate/AVP, Portfolio Strategy & Risk Group Office (Portfolio Construction)",Temasek,Singapore,Temasek Careers,https://serpapi.com/searches/6851414773d2246bbe446542/images/036762625bef02d83a4e1088888f49a5978b5ddaf5895f46053bfdb7cfa057fb.gif,"['13 days ago', 'Full-time', 'No degree mentioned']","Temasek is a global investment company headquartered in Singapore, with a net portfolio value of S$389 billion (US$288b, €267b, £228b, RMB2.08t) as at 31 March 2024. Marking our unlisted assets to market would provide S$31 billion of value uplift and bring our mark to market net portfolio value to S$420 billion.

Our Purpose “So Every Generation Prospers” guides us to make a difference for today’s and future generations.

Operating on commercial principles, we seek to deliver sustainable returns over the long term.

We have 13 offices in 9 countries around the world: Beijing, Hanoi, Mumbai, Shanghai, Shenzhen, and Singapore in Asia; and Brussels, London, Mexico City, New York, Paris, San Francisco, and Washington, DC outside Asia. 

For more information on Temasek, please visit www.temasek.com.sg

For Temasek Review 2024, please visit www.temasekreview.com.sg

For Sustainability Report 2024, please visit www.temasek.com.sg/SR2024

Introduction

Temasek is creating a dedicated Portfolio Construction Team in the Portfolio Strategy & Risk Group Office (PSRGO) under the CIO. The Team’s mandate is to guide the overall portfolio towards a more optimal risk-return profile and enhance its income characteristics by assisting with strategic capital allocation decisions and working with investment teams to construct portfolios with complementary resilient and dynamic characteristics. The Team is looking for a Senior Associate/Assistant Vice President to support the development, implementation, and monitoring of this mandate. The successful candidate should possess a strong foundation in investment principles, quantitative methods, stakeholder management and a demonstrated passion for analyzing complex investment problems, and will be a key contributor to Temasek’s long-term portfolio objectives.

Responsibilities
• Portfolio Construction: Research, analyze, and develop strategic and tactical asset allocation frameworks to achieve portfolio goals with consideration to key factors such as asset class characteristics (e.g. returns, risks, correlations), risk tolerance, and liquidity needs. Implement, monitor and calibrate portfolio construction parameters to support the decision-making process.
• Quantitative Analysis: Develop and maintain quantitative models and tools to support asset allocation, portfolio optimization, and risk management.
• Investment Research: Conduct research on asset classes and investment strategies to evaluate how they would fit within the broader portfolio objectives. Engage with Investment Performance Management (IPM) function on historical portfolio performance and characteristics to identify and periodically update playbooks for various public and private strategies.
• Risk and Macroeconomic Monitoring: Engage with Risk and Macro Strategy functions to monitor portfolio risk exposures and evaluate how the portfolio would perform across macro regimes and stress scenarios.
• Stakeholder Engagement: Collaborate and communicate portfolio construction goals effectively with internal and external stakeholders.

Requirements
• Experience in asset management, asset allocation and/or direct investments. Experience across investment stages, asset classes, funds and/or asset managers evaluation, is highly desirable.
• Expertise in investment analysis and financial modeling, coupled with the ability to generate actionable investment insights and present well-supported recommendations.
• Demonstrated interest in and working knowledge of asset allocation, portfolio optimization, and risk management methodologies and related tools.
• A collaborative team player with a proven ability to manage relationships with diverse stakeholders.",eyJqb2JfdGl0bGUiOiJTZW5pb3IgQXNzb2NpYXRlL0FWUCwgUG9ydGZvbGlvIFN0cmF0ZWd5IFx1MDAyNiBSaXNrIEdyb3VwIE9mZmljZSAoUG9ydGZvbGlvIENvbnN0cnVjdGlvbikiLCJjb21wYW55X25hbWUiOiJUZW1hc2VrIiwiYWRkcmVzc19jaXR5IjoiU2luZ2Fwb3JlIiwiaHRpZG9jaWQiOiI3bVNRYzFOUDVDNFNoZXJHQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJSlUybHVaMkZ3YjNKbCIsImdsIjoidXMiLCJobCI6ImVuIn0=,13 days ago,Full-time,,2025-06-17 12:19:52.483449,Quantitative Asset Manager,Singapore,
"Portfolio Manager, Quantitative Funds, Global Fund Manager",WilsonHCG Singapore Pte. Ltd.,Singapore,Jobs Trabajo.org,https://serpapi.com/searches/6851414773d2246bbe446542/images/036762625bef02d8456a7735a77af931e58ae7d648fa311801abb749c2305e2f.gif,"['5 days ago', 'Full-time', 'No degree mentioned']","Our client is a leading global asset manager, providing a diverse range of investment solutions including fixed income, equities, multi-asset, and alternative investments. Their client base spans the globe, comprising institutional investors, pension funds, financial institutions, government entities, and sovereign wealth funds.

We are seeking an experienced Portfolio Manager to join our client's Quantitative team in Singapore. As a key member of the team, you will be responsible for managing quantitative funds within a risk-controlled framework, supporting the broader team, and contributing to the growth of our client's business.
• *Responsibilities**:

- Manage and maintain quantitative funds, ensuring adherence to risk and compliance requirements
- Analyze and implement decisions on portfolio rebalancing, cash flows, and corporate actions
- Provide analysis on Asian corporate actions and produce investment reports
- Collaborate with other Portfolio Managers to deliver consistency and drive business process improvement
- Support distribution teams in promoting quantitative capabilities and develop client servicing skills
• *Requirements**:

- Proven 5 to 8 years of experience in managing quantitative or rules-based portfolios
- Strong understanding of financial markets and financial derivatives
- Proficient in reading and interpreting portfolio guidelines and investment strategies
- Knowledge of key financial and statistical metrics used in evaluating portfolio performance

Job ID 1013991
- ABOUT COMPANY
- WilsonHCG Singapore Pte. Ltd.
- Singapore

100 Employees HR & Recruitment

WilsonHCG is an award-winning, global talent solutions leader. With a global presence spanning 65+ countries and six continents, WilsonHCG provides a full suite of configurable talent services, including executive search, recruitment process outsourcing (RPO), contingent talent solutions and technology advisory. Our executive search practice is widely recognised as the leading search and selection firm in Asia, providing collaborative solutions to financial services, commercial and professional services clients.

With offices in Hong Kong, Singapore, Shanghai, Beijing and Tokyo, WilsonHCG provides access to a robust, long-standing network throughout Asia, bolstered by a team of consultants and in-house researchers with regional expertise.

Let us help you take the next step in your career.

SG EA License No: 16S8069 | HK EA License No: 61753 | JP Employment Services Licence No: 13-ユ-312551",eyJqb2JfdGl0bGUiOiJQb3J0Zm9saW8gTWFuYWdlciwgUXVhbnRpdGF0aXZlIEZ1bmRzLCBHbG9iYWwgRnVuZCBNYW5hZ2VyIiwiY29tcGFueV9uYW1lIjoiV2lsc29uSENHIFNpbmdhcG9yZSBQdGUuIEx0ZC4iLCJhZGRyZXNzX2NpdHkiOiJTaW5nYXBvcmUiLCJodGlkb2NpZCI6Ii1Jel9ZczR6MllOTTdmVTJBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lKVTJsdVoyRndiM0psIiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,5 days ago,Full-time,,2025-06-17 12:19:52.483449,Quantitative Asset Manager,Singapore,
"AVP, Quantitative Strategist (Corporate Credit), Fixed Income & Multi Asset",GIC Private Limited,Singapore,Gic.careers,https://serpapi.com/searches/6851414773d2246bbe446542/images/036762625bef02d81f9823b80d8d6bc7a09d99fb8ab86bbd15db6138e40a7193.gif,"['13 days ago', 'Full-time']","GIC is one of the world’s largest sovereign wealth funds. With over 2,000 employees across 11 offices around the world, we invest in more than 40 countries globally across asset classes and businesses. Working at GIC gives you exposure to an extraordinary network of the world’s industry leaders. As a leading global long-term investor, we Work at the Point of Impact for Singapore’s financial future, and the communities we invest in worldwide.

Fixed Income Multi Asset

The Fixed Income & Multi Asset department is responsible for managing the fixed income assets of the GIC portfolio and multi-asset strategies. Its universe is global and spans multiple sectors, including global interest rates, currencies, credit, emerging markets, securitized products, convertible bonds, equities and commodities.

What impact can you make in this role?

We are seeking a highly skilled and motivated Quantitative Strategist to join our Corporate Credit Group. This role offers the opportunity to work on fixed income financial products, including corporate bonds and loans. The ideal candidate will have a strong quantitative background, excellent programming skills, and a deep understanding of corporate credit.

What will you do as a Quantitative Strategist?
• Collaborate with Portfolio Managers and Analysts to design and implement models and tools that enhance risk management strategies and drive alpha generation
• Leverage quantitative methodologies and discretionary insights to monitor and optimize credit portfolios, focusing on performance enhancement through robust portfolio construction.
• Design and refine machine learning models for corporate credit, emphasizing default probability modelling and credit risk assessment to improve decision-making.
• Apply advanced mathematical and statistical techniques to solve complex problems and make data-driven decisions.
• Utilize cloud-based solutions and data analytics tools to efficiently manage and analyse large datasets.
• Communicate complex quantitative concepts effectively to stakeholders, including traders and risk managers, while collaborating with technology and trading teams to integrate models into broader business processes.

What makes you a successful candidate?
• Bachelor's or Master's degree in a quantitative field (Mathematics, Statistics, Physics, Engineering, Computer Science, or related).
• Proficient in Python programming with experience in developing and deploying financial models to production.
• Familiarity with financial instruments, including bonds, loans, CDS (Credit Default Swaps), and convertible securities, along with a strong understanding of risk management principles.
• Strong grasp of credit analysis fundamentals, including leverage ratios, cash flow assessment, and market-implied metrics (e.g., CDS spreads, credit ratings) for evaluating creditworthiness and investment risk.
• Strong mathematical and statistical skills.
• Excellent communication and teamwork skills, capable of conveying complex concepts to non-technical stakeholders.
• CFA certification, experience with underwriting bonds or related credit analysis, bloomber/BQuant, BlackRock Solutions (BRS), and familarity with optimisation software/packages would be advantageous

Work at the Point of Impact
We need to be forward-looking to attract the right people to help us become the Leading Global Long-term Investor. Join our ambitious, agile, and diverse teams - be empowered to push boundaries and pursue innovative ideas, share your views, and be heard. Be anchored on our PRIME Values: Prudence, Respect, Integrity, Merit and Excellence, which guides us in how we make our day-to-day decisions. We strive to inspire. To make an impact.

Flexibility at GIC
At GIC, our offices are vibrant hubs for ideation, professional growth, and interpersonal connection. At the same time, we believe that flexibility allows us to do our best work and be our best selves. Thus, our teams come into the office four days per week to harness the benefits of in-person collaboration, but have the flexibility to choose which days they work from home and adjust this arrangement as situational needs arise.

GIC is an equal opportunity employer
GIC is an equal opportunity employerGIC is an equal opportunity employer, and we value diversity. We do not discriminate based on race, religion, color, national origin, sex, gender, gender expression, sexual orientation, age, marital status, veteran status, or disability status. We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please email grphrodtaops@gic.com.sg at any point of the application or interview process if adjustments need to be made due to a disability.

Learn more

Learn more about our Fixed Income and Multi Asset Department here:

https://gic.careers/group/fixed-income/",eyJqb2JfdGl0bGUiOiJBVlAsIFF1YW50aXRhdGl2ZSBTdHJhdGVnaXN0IChDb3Jwb3JhdGUgQ3JlZGl0KSwgRml4ZWQgSW5jb21lIFx1MDAyNiBNdWx0aSBBc3NldCIsImNvbXBhbnlfbmFtZSI6IkdJQyBQcml2YXRlIExpbWl0ZWQiLCJhZGRyZXNzX2NpdHkiOiJTaW5nYXBvcmUiLCJodGlkb2NpZCI6IkRGbEpaa25WeE9ERWsybjJBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lKVTJsdVoyRndiM0psIiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,13 days ago,Full-time,,2025-06-17 12:19:52.483449,Quantitative Asset Manager,Singapore,
Portfolio Manager - Quantitative Equity Strategies,Octavius Finance,Singapore,Jobrapido.com,,"['8 days ago', 'Full-time']","**Role Overview**
An international asset management firm is seeking a **Portfolio Manager** specializing in Equity Portfolio Management to join their Singapore team. This is a senior-level role for a finance professional with extensive expertise in quantitative investing and risk management. You’ll engage with clients, manage portfolios, and contribute to strategic enhancements within a dynamic and collaborative team.
• *Key Responsibilities**
- Lead client interactions, presenting portfolio insights and performance data to clients, prospects, and consultants.
- Address inquiries from stakeholders and foster strong client relationships.
- Work with internal teams to monitor portfolio performance, manage trade approvals, and support portfolio structure optimization.
- Participate in strategy development and investment policy discussions to advance quantitative models.
• *Requirements**:

- Advanced degree in a quantitative discipline such as finance, economics, mathematics, or engineering.
- At least 10 years’ experience in finance or investment management, with a focus on quantitative portfolio management.
- Strong programming skills, particularly in Python, and a sound understanding of Asian market preferences.
- Excellent communication skills, with proficiency in English (additional languages are a plus).
- Willingness to travel regionally up to 40% of the time.

Applicants must be based in Singapore as relocation will not be offered.",eyJqb2JfdGl0bGUiOiJQb3J0Zm9saW8gTWFuYWdlciAtIFF1YW50aXRhdGl2ZSBFcXVpdHkgU3RyYXRlZ2llcyIsImNvbXBhbnlfbmFtZSI6Ik9jdGF2aXVzIEZpbmFuY2UiLCJhZGRyZXNzX2NpdHkiOiJTaW5nYXBvcmUiLCJodGlkb2NpZCI6Ikc2bG45YVpyY1BXZG0tRnBBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lKVTJsdVoyRndiM0psIiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,8 days ago,Full-time,,2025-06-17 12:19:52.483449,Quantitative Asset Manager,Singapore,
"Quantitative Researcher/Developer, Systematic Equities",Millennium,Singapore,LinkedIn Singapore,https://serpapi.com/searches/6851414773d2246bbe446542/images/036762625bef02d8b1f31884674f63f0c083fc43207b073fae98224487b82aaf.gif,"['4 days ago', 'Full-time']","Job Description: Quantitative Researcher/Developer, Systematic Equities

Job Description

Quantitative Researcher as part of a small, collaborative trading team with a focus on systematic trading strategies in equities markets.

Location

Hong Kong, Singapore, and Tokyo

Principal Responsibilities
• Work alongside the Senior Portfolio Manager on alpha research and development, with a primary focus on: idea generation, data gathering and research/analysis, model implementation and back testing for systematic equity strategies
• Combine sound financial insights and statistical learning techniques to explore, analyze, and harness a large variety of datasets in order to build strong predictive models which will be deployed to the investment process
• Work on sophisticated python-based software tools and libraries
• Write neat, modular code on a jointly owned codebase of significant size and complexity
• Collaborate with the Senior Portfolio Manager in a transparent environment, engaging with the whole investment process

Preferred Technical Skills
• Strong programming skills in Python and experience working on sophisticated Python-based software tools and libraries in a fast changing environment
• Masters or PhD degree in STEM field from a top ranked university
• Demonstrate excellent communication, analytical and quantitative skills

Preferred Experience
• 3-10 years of experience in quantitative equity trading for EM, with a focus on Asian markets
• Practical experience in financial data processing, alpha research, and back testing
• Experience building and working with large data sets

Highly Valued Relevant Experience
• 3-10 years of experience working in a quantitative research/development capacity in a systematic trading environment with product experience in statistical arbitrage strategies or equivalent sell-side experience and a focus on Asia markets
• A surface level familiarity with C++ would be valued

Target Start Date
• As soon as possible
• Open to 3-6 month NCA for exceptional candidates",eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgUmVzZWFyY2hlci9EZXZlbG9wZXIsIFN5c3RlbWF0aWMgRXF1aXRpZXMiLCJjb21wYW55X25hbWUiOiJNaWxsZW5uaXVtIiwiYWRkcmVzc19jaXR5IjoiU2luZ2Fwb3JlIiwiaHRpZG9jaWQiOiJQNW5aTWMwT08xaUVYZXVQQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJSlUybHVaMkZ3YjNKbCIsImdsIjoidXMiLCJobCI6ImVuIn0=,4 days ago,Full-time,,2025-06-17 12:19:52.483449,Quantitative Asset Manager,Singapore,
Finance Manager (Investment Manager),Charterhouse SG,Singapore,Charterhouse SG,https://serpapi.com/searches/6851414773d2246bbe446542/images/036762625bef02d82721a1944cb8a16851e9edd55d62331e817f7fb5f43975be.gif,"['28 days ago', 'Full-time', 'No degree mentioned']","​Charterhouse has teamed up with a Global Quantitative and systematic Investment Manager to source for a Finance Manager. This is a new headcount within the team, the incumbent manages monthly Financial Accounting and reporting work.

RESPONSIBILITIES:

You will be responsible for managing the monthly financial accounting and reporting processes and maintaining close coordination with local teams to ensure accuracy and timeliness. A key aspect of the role will involves reviewing monthly financial statements to confirm compliance with both local and international accounting standards.

You will also take ownership of the monthly consolidation of management accounts, providing a comprehensive view of the organization’s financial position. In parallel, the incumbent monitor adherence to regulatory capital requirements and support compliance efforts by overseeing the preparation and submission of relevant financial returns.

The role will also involves delivering financial analysis and insights that inform and support strategic decision-making.

REQUIREMENTS:
• Degree educated with at least 10 years of relevant experience, ideally an Asset Manager.
• Experience reviewing monthly management accounts is a must
• Prior experience in handling India-specific returns will be a bonus
• Outstanding leadership and communication skills, capable of influencing and engaging stakeholders across all levels of the organization

Please contact Xuan Kwok at +65 6950 0354 or XuanK@charterhouse.com.sg for a confidential discussion.

EA License no: 16S8066 | Reg no.: R1433611

Only successful candidates will be notified.",eyJqb2JfdGl0bGUiOiJGaW5hbmNlIE1hbmFnZXIgKEludmVzdG1lbnQgTWFuYWdlcikiLCJjb21wYW55X25hbWUiOiJDaGFydGVyaG91c2UgU0ciLCJhZGRyZXNzX2NpdHkiOiJTaW5nYXBvcmUiLCJodGlkb2NpZCI6ImR0a3RJd1VtQjhKUktLUGVBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lKVTJsdVoyRndiM0psIiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,28 days ago,Full-time,,2025-06-17 12:19:52.483449,Quantitative Asset Manager,Singapore,
"Trader - Award-Winning Quant Fund - Singapore - Up to $180,000 SGD Starting Base + Exceptional Bonus/Benefits Package",Hunter Bond,Singapore,LinkedIn Singapore,https://serpapi.com/searches/6851414773d2246bbe446542/images/036762625bef02d8f71abfdfffa5182e5e702b094b8959c2869273e7cb85eafa.gif,"['15 days ago', 'Full-time', 'No degree mentioned']","Title: Trader

Firm: Quantitative Trading Firm

Location: Singapore (Hybrid)

Renumeration: Up to $180,000 SGD Starting Base + Exceptional Bonus Package

This well-established proprietary trading firm is seeking a talented and analytical trader to join its team in Singapore. The role involves trading listed derivatives in a dynamic and growing Asian market.

Key Responsibilities
• Manage and grow a proprietary trading portfolio focused on listed derivatives.
• Develop and test trading ideas using a blend of data-driven research and market intuition.
• Analyze past performance to identify areas for improvement in trading strategies.
• Leverage quantitative tools and models to support decision-making and strategy refinement.

Ideal Candidate Profile
• 2 Years minimum proven/Hands on experience trading listed options is mandatory; regional market experience is highly desired.
• Strong understanding of derivative pricing, execution, and risk management.
• Familiarity with systematic or algorithmic trading strategies is preferred.
• Background in a quantitative or technical field such as Mathematics, Engineering, or Computer Science from a Top Global University highly desirable
• Fluency in at least one programming language
• Able to work independently and collaboratively in a fast-paced environment.
• Strong communication skills and a passion for markets.

What’s on Offer
• A high-impact role in a collaborative, tech-oriented trading environment.
• Competitive compensation aligned with performance.
• Access to advanced tools and infrastructure.
• Opportunities for professional growth in a meritocratic setting.",eyJqb2JfdGl0bGUiOiJUcmFkZXIgLSBBd2FyZC1XaW5uaW5nIFF1YW50IEZ1bmQgLSBTaW5nYXBvcmUgLSBVcCB0byAkMTgwLDAwMCBTR0QgU3RhcnRpbmcgQmFzZSArIEV4Y2VwdGlvbmFsIEJvbnVzL0JlbmVmaXRzIFBhY2thZ2UiLCJjb21wYW55X25hbWUiOiJIdW50ZXIgQm9uZCIsImFkZHJlc3NfY2l0eSI6IlNpbmdhcG9yZSIsImh0aWRvY2lkIjoiLWVXY2xkMVpkUm1LQU10X0FBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUpVMmx1WjJGd2IzSmwiLCJnbCI6InVzIiwiaGwiOiJlbiJ9,15 days ago,Full-time,,2025-06-17 12:19:52.483449,Quantitative Asset Manager,Singapore,
Senior Project Manager- Leading Quant Asset Manager,IO TECH SOLUTIONS LIMITED,Singapore,Jobs Trabajo.org,https://serpapi.com/searches/68514148ecf5ed3c84c3f8e8/images/cfc2c547c10c5c4f5d321735887e400d33fd6fc0455725ad5075aa8d525938d0.gif,"['5 days ago', 'Full-time']","A high growth Quant Trading Team who specialize in digital asset systematic trading across options, futures, and swaps is looking to hire a talented Project Manager in APAC.

The hire will interact directly with senior stakeholders and work closely with development team, managing end-to-end project lifecycle, take ownership to ensure that projects are done within schedule and in line with the strategic aims.
• *Key Responsibilities**
- End-to-end management of trading related and cross-departmental strategic projects
- Act as Product Manager and Scrum Masters when necessary, conduct sprint planning, manage backlogs in Jira, and drive the lunch of new products and develop the roadmap to ensure successful delivery
- Work on listing operations and collaborate with teams across geographic locations and time zones
- Collaborate with different teams for other BAU / Operational tasks
• *Key Requirements**
- Bachelor's Degree or above in Computer Science / Finance / Business / Quant related disciplines
- 6+ years of track record as project manager or product manager from Banking / Brokerage / FinTech industry
- Solid understanding of trading lifecycle, database and system architecture of trading systems and good working knowledge of financial products
- Excellent communication skills and stakeholder management abilities
- Familiar with SDLC, Jira, Agile methodology
- Strong ability in requirement analysis and business documentation
- Proactive and fast learner, with an innovative mindset
- Good written/spoken English and Mandarin. Cantonese is a plus.",eyJqb2JfdGl0bGUiOiJTZW5pb3IgUHJvamVjdCBNYW5hZ2VyLSBMZWFkaW5nIFF1YW50IEFzc2V0IE1hbmFnZXIiLCJjb21wYW55X25hbWUiOiJJTyBURUNIIFNPTFVUSU9OUyBMSU1JVEVEIiwiYWRkcmVzc19jaXR5IjoiU2luZ2Fwb3JlIiwiaHRpZG9jaWQiOiJ2c3FCZDE3aHA1eWNPdWVwQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJSlUybHVaMkZ3YjNKbCIsImdsIjoidXMiLCJobCI6ImVuIn0=,5 days ago,Full-time,,2025-06-17 12:19:53.855769,Quantitative Asset Manager,Singapore,
"Quantitative Researcher, Deep Research",WorldQuant,Singapore,Built In,https://serpapi.com/searches/68514148ecf5ed3c84c3f8e8/images/cfc2c547c10c5c4f73e0e0cc2c749286d5a4534ef784d2bc5ed9f1875dde1a05.gif,"['15 days ago', 'Full-time']","WorldQuant develops and deploys systematic financial strategies across a broad range of asset classes and global markets. We seek to produce high-quality predictive signals (alphas) through our proprietary research platform to employ financial strategies focused on market inefficiencies. Our teams work collaboratively to drive the production of alphas and financial strategies – the foundation of a balanced, global investment platform.

WorldQuant is built on a culture that pairs academic sensibility with accountability for results. Employees are encouraged to think openly about problems, balancing intellectualism and practicality. Excellent ideas come from anyone, anywhere. Employees are encouraged to challenge conventional thinking and possess an attitude of continuous improvement.

Our goal is to hire the best and the brightest. We value intellectual horsepower first and foremost, and people who demonstrate an outstanding talent. There is no roadmap to future success, so we need people who can help us build it.

The Role:
• This is a highly unique opportunity for a Quantitative Researcher to join a new and rapidly growing team. In this role you will partner with a close-knit team of data scientists, data engineers, technologists and data sourcing colleagues to identify and research new sector or broad Alphas based on a deep understanding of fundamentals.
• Develop a structured and methodical research agenda combining fundamental knowledge, data exploration and quantitative analysis.
• Become a domain expert on each fundamental topic you cover, identify key information drivers to target your research.
• Conduct detailed data exploration to acquire a comprehensive understanding of the data used to generate Alphas; enrich a wide range of structured and unstructured data into datasets to enable your quantitative research.
• Take a process orientated approach to understand the value drivers of your Alphas.

What You’ll Bring:
• At least 1 year experience as a Data Scientist, ideally in a financial / investment setting.
• Proven experience of extracting insights from large and complex datasets using SQL and Python. Experience with alternative datasets a plus.
• Demonstrable financial knowledge - passed at least Level I of the CFA program, or similar financial qualification (i.e., MBA or accountancy background). Thorough understanding about various valuation approaches and methods.
• Expertise in time series analysis and models.
• Proficient in coding in C/C++ and Python.
• Excellent communications skills (both written and oral English).
• Strong analytical and conceptual skills encompassing finance and related areas of financial investment.
• Familiarity with various research/database platforms (Bloomberg, Reuters etc.) would be preferred.

By submitting this application, you acknowledge and consent to terms of the WorldQuant Privacy Policy. The privacy policy offers an explanation of how and why your data will be collected, how it will be used and disclosed, how it will be retained and secured, and what legal rights are associated with that data (including the rights of access, correction, and deletion). The policy also describes legal and contractual limitations on these rights. The specific rights and obligations of individuals living and working in different areas may vary by jurisdiction.

Copyright © 2025 WorldQuant, LLC. All Rights Reserved.
WorldQuant is an equal opportunity employer and does not discriminate in hiring on the basis of race, color, creed, religion, sex, sexual orientation or preference, age, marital status, citizenship, national origin, disability, military status, genetic predisposition or carrier status, or any other protected characteristic as established by applicable law.",eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgUmVzZWFyY2hlciwgRGVlcCBSZXNlYXJjaCIsImNvbXBhbnlfbmFtZSI6IldvcmxkUXVhbnQiLCJhZGRyZXNzX2NpdHkiOiJTaW5nYXBvcmUiLCJodGlkb2NpZCI6IjVybXRzYjJmNzFhSU9oazRBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lKVTJsdVoyRndiM0psIiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,15 days ago,Full-time,,2025-06-17 12:19:53.855769,Quantitative Asset Manager,Singapore,
